,t,G,Gp,Gt,Il,Ip,I1,Id,Qsto1,Qsto2,Qgut,X,SRsH,H,XH,Isc1,Isc2,Hsc1,Hsc2,D_1,t_1,D_2,t_2,D_3,t_3,pump_iob_0,pump_elapsed_0,pump_iob_1,pump_elapsed_1,pump_iob_2,pump_elapsed_2,pump_iob_3,pump_elapsed_3,pump_iob
0,0.0,100.0,149.0,104.87341772151899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.95,93.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,80000.0,240.0,60000.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,100.06856360596028,149.1021597728808,105.14048746498348,0.0,0.0,0.0,0.0,14252.468152822355,207.54951328920913,0.4025920818858334,0.0,28.108279901827828,100.36160441117515,0.39956524427125295,0.0,0.0,0.0,0.0,30000.0,0.0,80000.0,240.0,60000.0,660.0,1.9800000190734863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9800000190734863
2,2.0,100.15442026867264,149.23008620032223,105.39161009538034,0.07404083899083883,0.2309054175844117,0.020924441841230275,0.020924441841230275,27611.30806934454,1279.7868369190705,29.46321613669435,0.2592357057049872,25.90593742032004,112.06293570612148,2.375143942968234,173.10163127362105,2.838866752887583,0.0,0.0,30000.0,0.0,80000.0,240.0,60000.0,660.0,1.9800000190734863,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9800000190734863
3,3.0,100.27210277580653,149.40543313595174,105.62758068027526,0.22037108767702207,0.3800996735486639,0.07158839518957087,0.07158839518957087,26867.82154260909,2466.093790252166,114.65134574955759,0.8624794133515808,22.325579768260624,118.72123798552475,5.404266805211672,169.97967758999116,5.575333333999501,0.0,0.0,30000.0,0.0,80000.0,240.0,60000.0,660.0,1.9800000190734863,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9800000190734863
4,4.0,100.43134116699014,149.6426983388153,105.85095889741957,0.3894526443150574,0.505878201178188,0.14414069841427307,0.14414069841427307,25656.608174324287,3548.0919606404013,249.6492596438241,1.688988442594973,19.84254676321715,121.65699142608813,8.66692300126587,166.91402970886284,8.212169759097776,0.0,0.0,30000.0,0.0,80000.0,240.0,60000.0,660.0,1.9800000190734863,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9800000190734863
5,5.0,100.63663920269715,149.94859241201877,106.06531083014349,0.566264982286937,0.6245573095696532,0.23621048388444923,0.23621048388444923,24491.064472765363,4527.345736419881,428.4012685536393,2.6937062331795607,18.201033680370642,122.30309112705602,11.692903233410203,163.9036722484536,10.752079469772719,0.0,0.0,30000.0,0.0,80000.0,240.0,60000.0,660.0,1.9800000190734863,240.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9800000190734863
6,6.0,100.8894305953736,150.32525158710666,106.27441106981264,0.7457739434459342,0.7404936350189615,0.34694023388211953,0.34694023388211953,23378.306191386233,5410.966773524643,645.2624686196622,3.853399290367142,17.118247384064983,121.61937688514674,14.256781423077616,160.94760809971766,13.197700873623589,0.0,0.0,30000.0,0.0,80000.0,240.0,60000.0,660.0,1.9800000190734863,300.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9800000190734863
7,7.0,101.18946955793841,150.77230964132823,106.48191322559789,0.9259003261871055,0.8546672563019957,0.4758589561624051,0.4758589561624051,22316.103789049575,6205.779273398944,894.997495225746,5.151328197056701,16.39505004979187,120.20887332047366,16.27958025032144,158.04485812526724,15.551608756773472,0.0,0.0,30000.0,0.0,80000.0,240.0,60000.0,660.0,1.9800000190734863,360.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9800000190734863
8,8.0,101.53564575227611,151.2881121708914,106.69121572563022,1.1054984529970506,0.9671302374350063,0.6225672512357812,0.6225672512357812,21302.163356466997,6918.241500684795,1172.7456499223076,6.5729294989254266,15.902016879093873,118.44068360590238,17.764117172514002,155.19446085524893,17.816315684342342,0.0,0.0,30000.0,0.0,80000.0,240.0,60000.0,660.0,1.9800000190734863,420.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9800000190734863
9,9.0,101.92643797300238,151.87039257977355,106.9054148345319,1.2837664202354806,1.0777042109517028,0.7866533403120103,0.7866533403120103,20334.292185808008,7554.476861072406,1473.9845805417806,8.104626222093787,15.557044453602508,116.53639801600131,18.75531891048592,152.3954721700548,19.99427341193466,0.0,0.0,30000.0,0.0,80000.0,240.0,60000.0,660.0,1.9800000190734863,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9800000190734863
